,manufacturer,model_name,category,screen_size_inch,cpu,ram_gb,storage,gpu,os,os_version,weight,price_euros,cpu_manufacturer,gpu_manufacturer,screen_width_px,screen_height_px,cpu_speed_GHz
450,HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,Windows,10,1.91kg,589.0,Intel,Intel,1366,768,2.5
451,Dell,Precision 3520,Workstation,15.6,Intel Core i7 6820HQ 2.7GHz,16,256GB SSD,Nvidia Quadro M620,Windows,10,2.17kg,1975.0,Intel,Nvidia,1920,1080,2.7
452,HP,ProBook 650,Workstation,15.6,Intel Core i7 7820HQ 2.9GHz,8,512GB SSD,Intel HD Graphics 620,Windows,10,2.31kg,1534.0,Intel,Intel,1920,1080,2.9
453,Lenovo,ThinkPad T470,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.65kg,1345.0,Intel,Intel,1920,1080,2.5
454,Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,Windows,10,2.36kg,979.0,Intel,AMD,1920,1080,1.8
455,Dell,Inspiron 3168,2 in 1 Convertible,11.6,Intel Pentium Quad Core N3710 1.6GHz,4,500GB HDD,Intel HD Graphics 405,Windows,10,1.47kg,479.0,Intel,Intel,1366,768,1.6
456,Dell,Alienware 17,Notebook,17.3,Intel Core i7 7700HQ 2.7GHz,8,1TB HDD,Nvidia GeForce GTX 1060,Windows,10,4.42kg,2046.0,Intel,Nvidia,1920,1080,2.7
457,Microsoft,Surface Laptop,Ultrabook,13.5,Intel Core M m3-7Y30 2.2GHz,4,128GB SSD,Intel HD Graphics 615,Windows,10 S,1.252kg,989.0,Intel,Intel,2256,1504,2.2
458,Microsoft,Surface Laptop,Ultrabook,13.5,Intel Core i7 7660U 2.5GHz,8,256GB SSD,Intel Iris Plus Graphics 640,Windows,10 S,1.25kg,1799.0,Intel,Intel,2256,1504,2.5
459,HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,Intel Core i3 6006U 2GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,2.5kg,639.9,Intel,Intel,1600,900,2.0
460,Acer,Aspire E5-576G,Notebook,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,Nvidia GeForce 940MX,Windows,10,2.23kg,544.0,Intel,Nvidia,1920,1080,2.0
461,Acer,TravelMate B,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,Intel HD Graphics 400,Windows,10,1.4kg,435.0,Intel,Intel,1366,768,1.6
462,Asus,Pro P2540UA-AB51,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows,10,2.37kg,749.0,Intel,Intel,1920,1080,2.5
463,Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8,512GB SSD,AMD Radeon R7 M460,No OS,,1.5kg,799.0,Intel,AMD,1920,1080,2.7
464,Lenovo,Thinkpad P51,Notebook,15.6,Intel Core i7 7820HQ 2.9GHz,8,256GB SSD,Nvidia Quadro M2200M,Windows,10,2.67kg,2090.0,Intel,Nvidia,1920,1080,2.9
465,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,500GB HDD,Intel HD Graphics 500,Windows,10,2kg,304.0,Intel,Intel,1366,768,1.1
466,Acer,Aspire 5,Notebook,15.6,Intel Core i3 6006U 2GHz,4,500GB HDD,Nvidia GeForce GTX 940MX,Windows,10,2.2kg,469.0,Intel,Nvidia,1366,768,2.0
467,Dell,Inspiron 5570,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,2TB HDD,AMD Radeon 530,Windows,10,2.02kg,759.0,Intel,AMD,1920,1080,1.6
468,HP,Omen 17-an006nv,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,Nvidia GeForce GTX 1060,Windows,10,3.78kg,1699.0,Intel,Nvidia,1920,1080,2.8
469,Lenovo,Thinkpad T460s,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,12,256GB SSD,Intel HD Graphics 520,Windows,10,1.4kg,1858.0,Intel,Intel,2560,1440,2.6
470,HP,Spectre x360,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Intel UHD Graphics 620,Windows,10,1.29kg,1999.0,Intel,Intel,3840,2160,1.8
471,HP,ZBook 15u,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,500GB HDD,AMD FirePro W4190M ,Windows,10,1.9kg,1154.0,Intel,AMD,1920,1080,2.5
472,Google,Pixelbook (Core,Ultrabook,12.3,Intel Core i5 7Y57 1.2GHz,8,128GB SSD,Intel HD Graphics 615,Chrome OS,,1.1kg,1275.0,Intel,Intel,2400,1600,1.2
473,Dell,Latitude 7390,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.42kg,1841.85,Intel,Intel,1920,1080,1.6
474,Asus,ZenBook Pro,Notebook,15.6,Intel Core i7 6700HQ 2.6GHz,12,128GB SSD +  1TB HDD,Intel HD Graphics 530,Windows,10,2.06kg,1299.0,Intel,Intel,3840,2160,2.6
475,Dell,Latitude E5470,Notebook,14.0,Intel Core i3 6100U 2.3GHz,8,128GB SSD,Intel HD Graphics 520,Windows,10,1.79kg,740.0,Intel,Intel,1366,768,2.3
476,Dell,Precision M5520,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M1200,Windows,10,1.78kg,2408.0,Intel,Nvidia,1920,1080,2.8
477,Lenovo,Thinkpad T470,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,1GB SSD,Intel HD Graphics 620,Windows,10,1.7kg,1364.0,Intel,Intel,1920,1080,2.5
478,Dell,Inspiron 3576,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,1TB HDD,AMD Radeon 520,Windows,10,2.2kg,675.0,Intel,AMD,1920,1080,1.6
479,Toshiba,Portege X30-D-10J,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.05kg,1672.0,Intel,Intel,1920,1080,2.5
480,Dell,Inspiron 7570,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Nvidia GeForce 940MX,Windows,10,2.16kg,1262.0,Intel,Nvidia,1920,1080,1.8
481,Dell,Vostro 3568,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Intel HD Graphics 620,Windows,10,2.18kg,586.6,Intel,Intel,1366,768,2.4
482,HP,ProBook 430,Notebook,13.3,Intel Core i5 8250U 1.6GHz,4,128GB SSD,Intel UHD Graphics 620,Windows,10,1.49kg,726.0,Intel,Intel,1920,1080,1.6
483,Chuwi,"Lapbook 15,6",Notebook,15.6,Intel Atom x5-Z8350 1.44GHz,4,64GB Flash Storage,Intel HD Graphics,Windows,10,1.89kg,248.9,Intel,Intel,1920,1080,1.44
484,Lenovo,ThinkPad E570,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4,128GB SSD,Intel HD Graphics 520,Windows,10,2.3kg,565.0,Intel,Intel,1366,768,2.0
485,Lenovo,ThinkPad E480,Notebook,14.0,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.75kg,1049.0,Intel,Intel,1920,1080,1.6
486,Dell,Precision 3520,Workstation,15.6,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Nvidia Quadro M620,Windows,10,2.17kg,2338.0,Intel,Nvidia,1920,1080,2.7
487,Dell,XPS 15,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,Windows,10,2.06kg,1899.0,Intel,Nvidia,1920,1080,2.8
488,Lenovo,Thinkpad X270,Ultrabook,12.5,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows,10,1.36kg,1798.0,Intel,Intel,1920,1080,2.7
489,Asus,Zenbook UX390UA,Ultrabook,12.5,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows,10,0.91kg,1950.0,Intel,Intel,1920,1080,2.7
490,Lenovo,Thinkpad E570,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows,10,2.3kg,1011.99,Intel,Nvidia,1920,1080,2.5
491,Toshiba,Portege X30-D-10L,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,32,512GB SSD,Intel HD Graphics 620,Windows,10,1.05kg,2799.0,Intel,Intel,1920,1080,2.7
492,Asus,VivoBook Pro,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,1.99kg,1350.0,Intel,Nvidia,1920,1080,2.8
493,Acer,Aspire 5,Notebook,15.6,AMD A10-Series 9620P 2.5GHz,8,1TB HDD,AMD Radeon RX 540,Windows,10,2.2kg,579.0,AMD,AMD,1366,768,2.5
494,Asus,Rog G752VL-UH71T,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,24,256GB SSD +  1TB HDD,Nvidia GeForce GTX 965M,Windows,10,4.33kg,1269.0,Intel,Nvidia,1920,1080,2.6
495,Lenovo,Thinkpad X260,Ultrabook,12.5,Intel Core i5 6200U 2.3GHz,8,1GB SSD,Intel HD Graphics 520,Windows,10,1.3kg,1099.0,Intel,Intel,1366,768,2.3
496,Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,2.17kg,898.9,Intel,Intel,1920,1080,1.8
497,HP,EliteBook 840,Notebook,14.0,Intel Core i7 7600U 2.8GHz,8,1TB SSD,Intel HD Graphics 620,Windows,10,1.48kg,1749.0,Intel,Intel,1920,1080,2.8
498,Lenovo,ThinkPad 13,Notebook,13.3,Intel Core i3 7100U 2.4GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.4kg,949.0,Intel,Intel,1920,1080,2.4
499,Lenovo,ThinkPad L570,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,2.3kg,911.0,Intel,Intel,1920,1080,2.5
500,Asus,VivoBook E201NA,Netbook,11.6,Intel Celeron Dual Core N3350 1.1GHz,4,64GB Flash Storage,Intel HD Graphics 500,Windows,10 S,1.2kg,340.0,Intel,Intel,1366,768,1.1
501,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,AMD Radeon 520,Windows,10,1.91kg,618.99,Intel,AMD,1366,768,2.5
502,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.4kg,1599.0,Intel,Intel,1920,1080,1.6
503,Lenovo,IdeaPad 320-14IAP,Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,Intel HD Graphics 500,Windows,10,2.1kg,299.0,Intel,Intel,1366,768,1.1
504,Lenovo,Chromebook N23,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,16GB SSD,Intel HD Graphics 400,Chrome OS,,1.25kg,265.0,Intel,Intel,1366,768,1.6
505,Lenovo,ThinkPad 13,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.44kg,949.0,Intel,Intel,1920,1080,2.5
506,Asus,ZenBook UX510UX-CN211T,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows,10,2kg,1224.0,Intel,Intel,1920,1080,2.7
507,Acer,Aspire A515-51G-59QF,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4,1TB HDD,Nvidia GeForce MX150,Windows,10,2.2kg,613.0,Intel,Nvidia,1920,1080,1.6
508,HP,Envy 13-AB002nv,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows,10,1.34kg,1323.0,Intel,Intel,1920,1080,2.7
509,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS,,2.4kg,1149.0,Intel,Nvidia,1920,1080,2.8
510,Dell,XPS 13,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,Windows,10,1.29kg,899.0,Intel,Intel,1920,1080,2.5
511,Acer,Aspire A515-51G,Notebook,15.6,Intel Core i7 7500U 2.7GHz,4,500GB HDD,Nvidia GeForce 940MX,Windows,10,2.2kg,639.0,Intel,Nvidia,1920,1080,2.7
512,Dell,Vostro 5568,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows,10,2.18kg,836.0,Intel,Intel,1920,1080,2.5
513,Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U 1.8GHz,16,256GB SSD +  2TB HDD,AMD Radeon 530,Windows,10,2.2kg,1219.24,Intel,AMD,1920,1080,1.8
514,Xiaomi,Mi Notebook,Notebook,15.6,Intel Core i7 8550U 1.8GHz,16,256GB SSD,Nvidia GeForce MX150,No OS,,1.95kg,1399.95,Intel,Nvidia,1920,1080,1.8
515,Asus,VivoBook E12,Netbook,11.6,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Intel HD Graphics 500,Windows,10,1.1kg,245.0,Intel,Intel,1366,768,1.1
516,HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,Intel Core i5 8250U 1.6GHz,4,1TB HDD,Intel UHD Graphics 620,Windows,10,2.04kg,521.47,Intel,Intel,1366,768,1.6
517,Asus,ROG Zephyrus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,24,512GB SSD,Nvidia GeForce GTX1080,Windows,10,2.24kg,2968.0,Intel,Nvidia,1920,1080,2.8
518,HP,Probook 450,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows,10,2.04kg,889.0,Intel,Nvidia,1920,1080,2.5
519,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX1050 Ti,Windows,10,3kg,1504.0,Intel,Nvidia,1920,1080,2.8
520,Lenovo,Legion Y720-15IKB,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,3.2kg,1399.0,Intel,Nvidia,1920,1080,2.8
521,HP,Spectre X360,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.32kg,1399.0,Intel,Intel,1920,1080,2.7
522,Dell,Latitude 5480,Notebook,14.0,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.64kg,1279.73,Intel,Intel,1920,1080,2.6
523,HP,ProBook 440,Notebook,15.6,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,Windows,10,1.63kg,689.0,Intel,Intel,1366,768,2.0
524,Dell,Inspiron 5770,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,Linux,,2.8kg,889.0,Intel,AMD,1920,1080,1.6
525,Lenovo,ThinkPad L470,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,7,2.02kg,1340.0,Intel,Intel,1920,1080,2.3
526,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Intel Core i7 7500U 2.7GHz,4,1TB HDD,Nvidia GeForce 920MX,Windows,10,2.2kg,799.0,Intel,Nvidia,1920,1080,2.7
527,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U 2GHz,8,2TB HDD,Nvidia GeForce 920MX ,No OS,,2.2kg,459.0,Intel,Nvidia,1366,768,2.0
528,Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,500GB HDD,AMD Radeon R5 M430,Windows,10,2.3kg,585.0,Intel,AMD,1920,1080,2.5
529,Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.9kg,1377.0,Intel,Intel,1920,1080,2.8
530,Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.42kg,3012.77,Intel,Nvidia,1920,1080,2.8
531,Toshiba,Satellite Pro,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,500GB HDD,Intel HD Graphics 620,Windows,10,2.0kg,860.0,Intel,Intel,1920,1080,2.5
532,Asus,Zenbook UX510UW-FI095T,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2kg,1299.0,Intel,Nvidia,3840,2160,2.7
533,Mediacom,SmartBook Edge,Notebook,13.3,Intel Celeron Quad Core N3450 1.1GHz,4,32GB SSD,Intel HD Graphics 500,Windows,10,1.2kg,369.0,Intel,Intel,1920,1080,1.1
534,Asus,ROG Strix,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.3kg,1649.0,Intel,Nvidia,1920,1080,2.5
535,Dell,Latitude 5580,Notebook,15.6,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows,10,1.93kg,1369.0,Intel,Nvidia,1920,1080,2.8
536,Dell,Inspiron 5570,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,256GB SSD,AMD Radeon 530,Windows,10,2.2kg,797.41,Intel,AMD,1920,1080,1.6
537,HP,250 G6,Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,4,256GB SSD,Intel HD Graphics 405,Windows,10,1.86kg,398.99,Intel,Intel,1920,1080,1.6
538,HP,Omen 15-ce006nv,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.62kg,1799.0,Intel,Nvidia,1920,1080,2.8
539,Lenovo,Thinkpad E470,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.87kg,859.0,Intel,Nvidia,1920,1080,2.7
540,Dell,XPS 13,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.2kg,1399.0,Intel,Intel,3200,1800,1.8
541,Dell,Vostro 5468,Notebook,14.0,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,Windows,10,1.6kg,735.87,Intel,Intel,1920,1080,2.0
542,HP,Envy 13-AB020nr,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.34kg,1145.0,Intel,Intel,3200,1800,2.7
543,Acer,Aspire 7,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Linux,,2.4kg,798.0,Intel,Nvidia,1920,1080,2.5
544,Asus,VivoBook X540YA-XX519T,Notebook,15.6,AMD E-Series 7110 1.8GHz,4,500GB HDD,AMD Radeon R2 Graphics,Windows,10,2kg,349.0,AMD,AMD,1366,768,1.8
545,HP,ProBook 450,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,Windows,10,2.1kg,705.5,Intel,Intel,1920,1080,2.4
546,Lenovo,ThinkPad E470,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,1.87kg,785.0,Intel,Intel,1920,1080,2.5
547,Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,1TB HDD,Intel HD Graphics 520,No OS,,2.15kg,462.35,Intel,Intel,1920,1080,2.3
548,HP,250 G6,Notebook,15.6,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,1.86kg,397.0,Intel,Intel,1920,1080,2.0
549,Lenovo,ThinkPad T570,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows,10,1.99kg,1729.0,Intel,Intel,1920,1080,2.7
550,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,Windows,10,2.2kg,499.0,Intel,Intel,1920,1080,2.0
551,Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.9kg,1116.99,Intel,Intel,1920,1080,2.5
552,Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.42kg,2699.0,Intel,Nvidia,1920,1080,2.8
553,HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,Intel Core i3 6006U 2GHz,8,1TB HDD,Intel HD Graphics 520,Windows,10,2.65kg,544.15,Intel,Intel,1600,900,2.0
554,HP,ProBook 470,Notebook,17.3,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce 930MX,Windows,10,2.63kg,1280.0,Intel,Nvidia,1920,1080,2.7
555,Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,Intel HD Graphics 500,Linux,,2kg,224.0,Intel,Intel,1366,768,1.1
556,Mediacom,SmartBook 130,Notebook,13.3,Intel Atom x5-Z8350 1.44GHz,4,32GB Flash Storage,Intel HD Graphics,Windows,10,1.35kg,255.0,Intel,Intel,1920,1080,1.44
557,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i7 7500U 2.7GHz,6,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows,10,2.8kg,949.0,Intel,Nvidia,1600,900,2.7
558,HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,AMD A10-Series A10-9620P 2.5GHz,6,128GB SSD,AMD Radeon 530,Windows,10,1.91kg,568.9,AMD,AMD,1920,1080,2.5
559,Dell,Vostro 3568,Notebook,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon R5 M420,Windows,10,2.18kg,617.9,Intel,AMD,1366,768,2.0
560,Acer,Spin SP111-31,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 2.0GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows,10,1.25kg,349.0,Intel,Intel,1920,1080,2.0
561,Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,Intel Core i3 7130U 2.7GHz,4,128GB SSD,Intel HD Graphics 620,Windows,10,2.05kg,630.0,Intel,Intel,1920,1080,2.7
562,HP,EliteBook 1030,Ultrabook,13.3,Intel Core M 6Y75 1.2GHz,16,512GB SSD,Intel HD Graphics 515,Windows,10,1.16kg,1965.0,Intel,Intel,3200,1800,1.2
563,Lenovo,Thinkpad P71,Notebook,17.3,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M620M,Windows,10,3.4kg,2999.0,Intel,Nvidia,1920,1080,2.8
564,Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.5kg,839.0,Intel,Nvidia,1920,1080,2.5
565,Dell,XPS 13,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8,128GB SSD,Intel UHD Graphics 620,Windows,10,1.21kg,1599.0,Intel,Intel,3840,2160,1.6
566,Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7300U 2.6GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,1.93kg,959.0,Intel,Intel,1366,768,2.6
567,Fujitsu,Lifebook A557,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows,10,2.2kg,739.0,Intel,Intel,1366,768,2.5
568,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,500GB HDD,Intel HD Graphics 505,Windows,10,2.2kg,344.0,Intel,Intel,1920,1080,1.1
569,Lenovo,ThinkPad L470,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,2.02kg,990.0,Intel,Intel,1366,768,2.5
570,HP,ZBook 17,Workstation,17.3,Intel Core i5 7440HQ 2.8GHz,8,500GB HDD,Nvidia Quadro M1200,Windows,10,3.14kg,1860.99,Intel,Nvidia,1600,900,2.8
571,HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14.0,Intel Pentium Quad Core N3710 1.6GHz,8,2TB HDD,Intel HD Graphics 405,Windows,10,1.94kg,389.0,Intel,Intel,1366,768,1.6
572,HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,AMD A9-Series A9-9420 3GHz,6,256GB SSD,AMD Radeon 530,Windows,10,1.95kg,649.0,AMD,AMD,1920,1080,3.0
573,Lenovo,Thinkpad E570,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,2.3kg,830.0,Intel,Intel,1920,1080,2.5
574,Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,2.05kg,685.0,Intel,Intel,1920,1080,1.6
575,Mediacom,SmartBook 141,Notebook,14.0,Intel Atom x5-Z8350 1.44GHz,4,32GB SSD,Intel HD Graphics,Windows,10,1.4kg,249.0,Intel,Intel,1920,1080,1.44
576,Toshiba,Tecra X40-D-10H,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows,10,1.24kg,1865.0,Intel,Intel,1920,1080,2.7
577,Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,32,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.6kg,2663.0,Intel,Nvidia,1920,1080,2.7
578,MSI,GT73VR Titan,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.14kg,2729.0,Intel,Nvidia,1920,1080,2.9
579,Dell,Inspiron 3567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,AMD Radeon R5 M430,Linux,,2.2kg,749.01,Intel,AMD,1920,1080,2.7
580,Mediacom,SmartBook Edge,Notebook,14.0,Intel Celeron Quad Core N3450 1.1GHz,4,32GB SSD,Intel HD Graphics 500,Windows,10,1.45kg,389.0,Intel,Intel,1920,1080,1.1
581,Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7300U 2.6GHz,8,500GB HDD,Intel HD Graphics 620,Windows,10,1.9kg,1008.52,Intel,Intel,1366,768,2.6
